feature_name,n_shots,NRMSE_mean,NRMSE_std_pop,NMAE_mean,NMAE_std_pop,RMSE_mean,RMSE_std_pop,MAE_mean,MAE_std_pop,nan_fraction_mean,nan_fraction_std_pop
thomson_scattering-n_e,885.0,0.3136935311031576,0.1330847850613884,0.22309706278915528,0.07634066999051085,4.007213626633161e+18,1.7000642707552883e+18,2.8499076373256397e+18,9.751982196651711e+17,0.2760569213015729,0.10383912923239928
thomson_scattering-t_e,885.0,0.42968533267084036,0.3594343232687665,0.21477181070975623,0.07765794357154152,133.7550506036044,111.88689127146625,66.8554689338612,24.173834623627787,0.2760569213015729,0.10383912923239928
task_3-1,885.0,0.37168943188699893,0.19178653412267388,0.21893443674945576,0.05936901679589328,2.0036068133165806e+18,8.500321353776436e+17,1.4249538186628198e+18,4.8759910983258586e+17,0.2760569213015729,0.10383912923239928
