feature_name,n_shots,NRMSE_mean,NRMSE_std_pop,NMAE_mean,NMAE_std_pop,RMSE_mean,RMSE_std_pop,MAE_mean,MAE_std_pop,nan_fraction_mean,nan_fraction_std_pop
thomson_scattering-n_e,885.0,0.30201404359192235,0.13227317158982943,0.21266082251635177,0.07411213597483231,3.858016410667229e+18,1.6896964810487145e+18,2.716592028027202e+18,9.467302692945075e+17,0.2760569213015729,0.10383912923239928
thomson_scattering-t_e,885.0,0.4244583138035867,0.34973138675936577,0.21152940661303335,0.07901032258209555,132.12795253919106,108.86650247729563,65.84615376515674,24.594811345983043,0.2760569213015729,0.10383912923239928
task_3-1,885.0,0.36323617869775454,0.18824163081128847,0.21209511456469257,0.05928279814924382,1.9290082053336146e+18,8.448482405243575e+17,1.358296014013601e+18,4.73365134647254e+17,0.2760569213015729,0.10383912923239928
